#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
UniRef90_W5QLW3        -          T0990                -           2.5e-198  671.6   7.5  3.1e-198  671.4   7.5   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A0K1TPZ3    -          T0990                -           2.3e-193  655.3   1.1  2.6e-193  655.1   1.1   1.0   1   0   0   1   1   1   1 -
UniRef90_U5NTQ0        -          T0990                -           1.4e-190  646.1  12.5  1.7e-190  645.8  12.5   1.0   1   0   0   1   1   1   1 -
UniRef90_U5YL97        -          T0990                -           1.7e-190  645.8   9.9    2e-190  645.5   9.9   1.0   1   0   0   1   1   1   1 -
UniRef90_U3RF10        -          T0990                -             2e-185  629.0   6.6  2.5e-185  628.8   6.6   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A097I4D5    -          T0990                -           3.9e-185  628.1   3.8  4.7e-185  627.9   3.8   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A097I4E7    -          T0990                -           3.9e-182  618.2  10.1  4.7e-182  617.9  10.1   1.0   1   0   0   1   1   1   1 -
UniRef90_H9ZXR6        -          T0990                -           2.3e-180  612.4   9.4  2.8e-180  612.1   9.4   1.0   1   0   0   1   1   1   1 -
UniRef90_H9ZXQ6        -          T0990                -           7.6e-178  604.1  15.6  9.2e-178  603.8  15.6   1.0   1   0   0   1   1   1   1 -
UniRef90_Q03068        -          T0990                -             6e-175  594.5   7.5  7.1e-175  594.2   7.5   1.0   1   0   0   1   1   1   1 -
UniRef90_W5QLY2        -          T0990                -           1.2e-174  593.5   2.9  1.4e-174  593.3   2.9   1.0   1   0   0   1   1   1   1 -
UniRef90_U5NDB1        -          T0990                -           2.5e-171  582.6   6.4  2.9e-171  582.3   6.4   1.0   1   0   0   1   1   1   1 -
UniRef90_E1AA92        -          T0990                -           1.7e-170  579.8   0.1    2e-170  579.5   0.1   1.0   1   0   0   1   1   1   1 -
UniRef90_Q2YH52        -          T0990                -           1.5e-167  570.1   9.5  1.8e-167  569.8   9.5   1.0   1   0   0   1   1   1   1 -
UniRef90_Q9WAT6        -          T0990                -           1.9e-167  569.7  15.3  2.4e-167  569.4  15.3   1.0   1   0   0   1   1   1   1 -
UniRef90_Q2Q1D7        -          T0990                -           4.4e-167  568.5   0.2  5.3e-167  568.3   0.2   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A193PKL6    -          T0990                -           3.8e-166  565.5   0.8  4.6e-166  565.2   0.8   1.0   1   0   0   1   1   1   1 -
UniRef90_M4MBJ1        -          T0990                -           5.2e-166  565.0   2.3  6.3e-166  564.7   2.3   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A077JF23    -          T0990                -           5.7e-161  548.3   4.2  7.1e-161  548.0   4.2   1.0   1   0   0   1   1   1   1 -
UniRef90_W5QM01        -          T0990                -           6.8e-161  548.1   1.4  8.2e-161  547.8   1.4   1.0   1   0   0   1   1   1   1 -
UniRef90_G8DP05        -          T0990                -           3.1e-160  545.9   6.7  3.7e-160  545.7   6.7   1.0   1   0   0   1   1   1   1 -
UniRef90_T1SRJ5        -          T0990                -           3.9e-159  542.3   7.6  5.1e-159  541.9   7.6   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A173G2W6    -          T0990                -             5e-159  541.9   8.1  5.9e-159  541.7   8.1   1.0   1   0   0   1   1   1   1 -
UniRef90_U5XLH1        -          T0990                -           5.9e-159  541.7   0.1  7.1e-159  541.4   0.1   1.0   1   0   0   1   1   1   1 -
UniRef90_M1GNJ9        -          T0990                -           7.9e-158  538.0  17.0    1e-157  537.6  17.0   1.0   1   0   0   1   1   1   1 -
UniRef90_X5DC14        -          T0990                -           3.2e-157  536.0   0.0  3.9e-157  535.7   0.0   1.0   1   0   0   1   1   1   1 -
UniRef90_S6CLS3        -          T0990                -           2.3e-154  526.5   5.2  2.7e-154  526.3   5.2   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A0H4M5B6    -          T0990                -           5.5e-154  525.3   0.3  6.8e-154  525.0   0.3   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A162BSL3    -          T0990                -             6e-154  525.2   0.0  7.3e-154  524.9   0.0   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A0H4MK89    -          T0990                -           9.7e-149  508.0   0.2  1.1e-148  507.7   0.2   1.0   1   0   0   1   1   1   1 -
UniRef90_Q65796        -          T0990                -             2e-143  490.4   1.2  2.4e-143  490.2   1.2   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A0H4M3V5    -          T0990                -           1.1e-128  441.8   0.0  1.3e-128  441.5   0.0   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A2L0VWK2    -          T0990                -           2.6e-116  400.9   0.1  2.9e-116  400.8   0.1   1.0   1   0   0   1   1   1   1 -
UniRef90_Q9DSP4        -          T0990                -           6.2e-108  373.3   0.0  7.5e-108  373.0   0.0   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A0G3ICM2    -          T0990                -           1.7e-104  361.9   1.6  1.9e-104  361.8   1.6   1.0   1   0   0   1   1   1   1 -
UniRef90_X5DRK9        -          T0990                -            2.3e-99  345.0   0.1   3.1e-99  344.6   0.1   1.0   1   0   0   1   1   1   1 -
UniRef90_W8PCU9        -          T0990                -            5.7e-99  343.7   0.2   6.4e-99  343.5   0.2   1.0   1   0   0   1   1   1   1 -
UniRef90_Q4F9J4        -          T0990                -            2.3e-93  325.2   0.5   2.5e-93  325.0   0.5   1.0   1   0   0   1   1   1   1 -
UniRef90_B5L4L2        -          T0990                -              9e-77  270.4   5.2     1e-76  270.2   5.2   1.0   1   0   0   1   1   1   1 -
UniRef90_UPI0008DC9A27 -          T0990                -            4.7e-71  251.5   0.4   5.2e-71  251.4   0.4   1.0   1   0   0   1   1   1   1 -
UniRef90_A0A023PLD8    -          T0990                -            4.3e-69  245.1   0.0   5.2e-69  244.8   0.0   1.0   1   0   0   1   1   1   1 -
UniRef90_M1H209        -          T0990                -            8.5e-57  204.5   3.3   9.4e-57  204.3   3.3   1.0   1   0   0   1   1   1   1 -
UniRef90_Q4F9J9        -          T0990                -            9.4e-56  201.0   0.3     1e-55  200.9   0.3   1.0   1   0   0   1   1   1   1 -
UniRef90_A2TLM7        -          T0990                -              7e-44  161.9   0.7   8.6e-44  161.6   0.7   1.0   1   0   0   1   1   1   1 -
UniRef90_Q19LA1        -          T0990                -            2.2e-33  127.2   0.4   2.4e-33  127.1   0.4   1.0   1   0   0   1   1   1   1 -
UniRef90_Q9JGE7        -          T0990                -              1e-31  121.7   1.9   1.1e-31  121.6   1.9   1.0   1   0   0   1   1   1   1 -
UniRef90_C4MYG6        -          T0990                -              2e-20   84.5   0.0   2.1e-20   84.4   0.0   1.0   1   0   0   1   1   1   1 -
UniRef90_U0EFM6        -          T0990                -              0.083   23.0   0.1     0.091   22.8   0.1   1.1   1   0   0   1   1   1   0 -
UniRef90_V4A7V7        -          T0990                -               0.62   20.1   0.5   5.2e+02   10.4   0.0   3.0   1   1   2   3   3   3   0 -
UniRef90_A0A0R3PSP0    -          T0990                -               0.63   20.1   0.0       0.9   19.6   0.0   1.2   1   0   0   1   1   1   0 -
UniRef90_UPI000420BF39 -          T0990                -               0.86   19.6   0.7         1   19.4   0.7   1.0   1   0   0   1   1   1   0 -
UniRef90_A0A1T5AX58    -          T0990                -                1.9   18.5   0.0       2.4   18.2   0.0   1.1   1   0   0   1   1   1   0 -
UniRef90_A0A1D7XNB1    -          T0990                -                2.1   18.4   0.4       2.5   18.1   0.4   1.0   1   0   0   1   1   1   0 -
UniRef90_U2K4V6        -          T0990                -                  3   17.8   1.2       3.1   17.8   1.2   1.0   1   0   0   1   1   1   0 -
UniRef90_A0A2H6EWX8    -          T0990                -                3.1   17.8   0.1       4.6   17.2   0.1   1.2   1   0   0   1   1   1   0 -
UniRef90_A0A1H8NZU0    -          T0990                -                3.9   17.5   0.0       5.5   17.0   0.0   1.1   1   0   0   1   1   1   0 -
UniRef90_UPI00054F380B -          T0990                -                4.3   17.3   0.1       6.3   16.8   0.1   1.2   1   0   0   1   1   1   0 -
UniRef90_H3NDX4        -          T0990                -                4.5   17.3   1.4       5.5   17.0   1.4   1.1   1   0   0   1   1   1   0 -
UniRef90_A0A0U2USU8    -          T0990                -                5.7   16.9   0.2       6.9   16.6   0.2   1.0   1   0   0   1   1   1   0 -
UniRef90_A0A0V8JH17    -          T0990                -                6.5   16.7   0.1       7.4   16.5   0.1   1.1   1   0   0   1   1   1   0 -
UniRef90_A0A2N0DXD0    -          T0990                -                6.6   16.7   0.0       8.6   16.3   0.0   1.1   1   0   0   1   1   1   0 -
UniRef90_UPI000CD97B7C -          T0990                -                6.7   16.7   0.1       7.9   16.4   0.1   1.0   1   0   0   1   1   1   0 -
UniRef90_Q9VVH7        -          T0990                -                6.8   16.6   0.6       9.4   16.2   0.6   1.1   1   0   0   1   1   1   0 -
UniRef90_W7KPF8        -          T0990                -                6.9   16.6   0.0       7.4   16.5   0.0   1.0   1   0   0   1   1   1   0 -
UniRef90_R9JXF2        -          T0990                -                  7   16.6   0.1        42   14.0   0.0   1.9   2   0   0   2   2   2   0 -
UniRef90_A0A1C4FNS3    -          T0990                -                  7   16.6   0.1       8.1   16.4   0.1   1.1   1   0   0   1   1   1   0 -
UniRef90_A0A176WRU1    -          T0990                -                8.6   16.3   0.0        18   15.2   0.0   1.5   1   0   0   1   1   1   0 -
UniRef90_F5S6Q6        -          T0990                -                8.9   16.3   0.0        12   15.9   0.0   1.1   1   0   0   1   1   1   0 -
UniRef90_R7D6D4        -          T0990                -                9.3   16.2   0.3        15   15.5   0.3   1.3   1   0   0   1   1   1   0 -
UniRef90_A0A2D4C506    -          T0990                -                9.4   16.2   0.0   5.9e+03    7.0   0.0   2.2   2   0   0   2   2   2   0 -
UniRef90_A0A0N8PVU8    -          T0990                -                9.8   16.1   0.0        14   15.6   0.0   1.2   1   0   0   1   1   1   0 -
#
# Program:         jackhmmer
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      T0990.fasta
# Target file:     /storage/htc/bdm/zhiye/DNCON4_db_tools/databases//uniref90/uniref90
# Option settings: /storage/htc/bdm/zhiye/DNCON4_db_tools/tools//hmmer-3.1b2-linux-intel-x86_64/src/jackhmmer -N 3 --tblout T0990.tbl --noali -E 10 --incE 1e-3 --cpu 8 T0990.fasta /storage/htc/bdm/zhiye/DNCON4_db_tools/databases//uniref90/uniref90 
# Current dir:     /storage/htc/bdm/zhiye/DNCON4/example/T0990/alignment
# Date:            Fri Aug  9 12:23:00 2019
# [ok]
